r,numerical_phi,pinn_phi
5.495288823237355,0.4560505402160928,0.9182292
5.538542844013207,0.5083708573627553,0.92401564
5.543540525114007,0.5137869591423206,0.9246781
5.5520081159946235,0.5226553715767732,0.92579746
5.568012624583502,0.5383417336381937,0.9279021
5.58404249735805,0.5526132391971366,0.92999744
5.612771975694963,0.5744870744355461,0.9337201
5.683086033354716,0.6071735788702258,0.94265544
5.700611700893649,0.6105884730912295,0.94484484
5.734378881232861,0.6117709958234671,0.94902086
5.75474177875879,0.609047931707089,0.9515132
5.769038846263591,0.6055957413463735,0.9532509
5.78280140996174,0.6010733242037803,0.95491457
5.833687650971596,0.5743386374891812,0.9609904
5.836561118508721,0.5723668369503865,0.9613302
5.843143119231002,0.5676675423756605,0.96210635
5.8577558127346325,0.5563338462858316,0.9638231
5.9083326056901075,0.5078148908469525,0.96968997
5.908929431882418,0.5071591155940114,0.9697585
5.924145688620425,0.48980937703568384,0.9715011
5.978999788110851,0.41768303007729973,0.9776989
5.986584841970366,0.4066008837653688,0.9785459
6.011150117432088,0.36900724428706155,0.98127186
6.0642905965958995,0.27961057726346455,0.987082
6.075448519014383,0.25959618922373046,0.9882872
6.095643339798968,0.22241520412354848,0.9904556
6.117207462343522,0.18148372546415426,0.9927528
6.118528947223795,0.1789377475912694,0.99289274
6.150072266991698,0.11703879260224964,0.9962177
6.158500980522165,0.10017304144390937,0.9970994
6.182180633162611,0.05219924170414636,0.9995614
6.201325978015367,0.012901209461868124,1.0015363
6.228904758190002,-0.0442327624865223,1.0043561
6.232981268275579,-0.05271036541757956,1.0047704
6.258599157142363,-0.10604258275420686,1.0073601
6.275580800840634,-0.14134507412759845,1.009063
6.28942846779884,-0.17002830087150622,1.010443
6.293986381352625,-0.1794396936822018,1.0108962
6.311386259972629,-0.21519113761924147,1.0126181
6.318372121697992,-0.22944221226160136,1.0133061
6.3230583059357945,-0.2389655671223751,1.0137666
6.33101457273268,-0.25506345227482774,1.0145466
6.334037565104235,-0.2611548646898857,1.0148427
6.335297107608947,-0.2636886160334272,1.0149658
6.350936508676438,-0.2949249657995563,1.0164902
6.364104112637804,-0.32086821485512557,1.0177667
6.374299014982066,-0.3407035141574488,1.0187508
6.3755747135521315,-0.34316905163709066,1.0188737
6.420316461542877,-0.426992949498142,1.023147
6.424192782063156,-0.43398654824563443,1.0235142
6.432882184423532,-0.4494910367897207,1.0243347
6.451727904094499,-0.48225302803304104,1.0261053
6.454722959071678,-0.48734555621718756,1.0263853
6.492103021160636,-0.5480443368179106,1.0298572
